School Year,Gender Description,School Code,School,School Type Description,Community Code,Community Description,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI,matched_name
2017-2018,Total,3360060,Thomas V Nash,Public,336,Weymouth,Total,Asthma,33,203.0,16.3,10.7,21.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Thomas V Nash School
2017-2018,Total,3360105,Thomas W. Hamilton Primary School,Public,336,Weymouth,Total,Asthma,13,351.0,3.7,1.7,5.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Thomas W. Hamilton Primary School
2017-2018,Total,160035,Thomas Willett Elementary School,Public,16,Attleboro,Total,Asthma,37,433.0,8.5,5.8,11.2,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Thomas E. Willett Elementary School
2017-2018,Total,100050,Thompson,Public,10,Arlington,Total,Asthma,44,489.0,9,6.3,11.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Thomson School
2017-2018,Total,2110020,Thomson,Public,210,North Andover,Total,Asthma,17,345.0,4.9,2.6,7.2,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Thomson School
2017-2018,Total,670020,Thoreau,Public,67,Concord,Total,Asthma,39,448.0,8.7,6,11.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Thoreau School
2017-2018,Total,3480235,Thorndyke Road,Public,348,Worcester,Total,Asthma,76,381.0,19.9,15.4,24.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Thorndyke Road School
2017-2018,Total,6800305,Thornton Burgess,Public,120,Hampden,Total,Asthma,18,105.0,17.1,9.2,25,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Hopkinton Pre-School
2017-2018,Total,2810852,Three Rivers,Private,281,Springfield,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,The Rivers School
2017-2018,Total,1630305,Thurgood Marshall Mid,Public,163,Lynn,Total,Asthma,207,1293.0,16,13.8,18.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Thurgood Marshall Middle School
2017-2018,Total,1280075,Tilton,Public,128,Haverhill,Total,Asthma,89,537.0,16.6,13.2,20,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Tilton School
2017-2018,Total,2960005,Tisbury Elementary,Public,89,Edgartown,Total,Asthma,44,304.0,14.5,10.2,18.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Tisbury Elementary School
2017-2018,Total,1100830,Touchstone Community Sch,Private,110,Grafton,Total,Asthma,NS,87.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Touchstone Community School
2017-2018,Total,1680820,Tower,Private,168,Marblehead,Total,Asthma,18,219.0,8.2,4.4,12,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Tower School
2017-2018,Total,3430050,Toy Town Elementary,Public,343,Winchendon,Total,Asthma,14,294.0,4.8,2.3,7.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Toy Town Elementary School
2017-2018,Total,1630100,Tracy,Public,163,Lynn,Total,Asthma,39,434.0,9,6.2,11.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Tracy School
2017-2018,Total,440810,Trinity Catholic Academy,Private,44,Brockton,Total,Asthma,22,303.0,7.3,4.2,10.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Trinity Catholic Academy
2017-2018,Total,2770830,Trinity Catholic Academy,Private,278,Southbridge,Total,Asthma,13,122.0,10.7,4.9,16.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Trinity Catholic Academy
2017-2018,Total,200860,Trinity Christian Academy,Private,20,Barnstable,Total,Asthma,16,120.0,13.3,6.8,19.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Community Christian Academy
2017-2018,Total,2010510,Trinity Day Academy,Public,201,New Bedford,Total,Asthma,NS,24.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Trinity Day Academy
2017-2018,Total,7730405,Triton Regional Middle School,Public,205,Newbury,Total,Asthma,34,416.0,8.2,5.4,11,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Triton Regional Middle School
2017-2018,Total,1470850,Trivium School,Private,147,Lancaster,Total,Asthma,NS,16.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Trivium School
2017-2018,Total,3000005,Truro Central,Public,300,Truro,Total,Asthma,NS,86.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Truro Central School
2017-2018,Total,1890020,Tucker,Public,189,Milton,Total,Asthma,20,399.0,5,2.8,7.2,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Tucker School
2017-2018,Total,1620025,Turkey Hill Elementary School,Public,162,Lunenburg,Total,Asthma,63,373.0,16.9,12.7,21.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Turkey Hill Elementary School
2017-2018,Total,1620020,Turkey Hill Middle,Public,162,Lunenburg,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Oak Hill Middle School
2017-2018,Total,1620820,Twin City Christian,Private,162,Lunenburg,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Community Christian School
2017-2018,Total,3010015,Tyngsborough ECC,Public,301,Tyngsborough,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Tyngsborough Middle School
2017-2018,Total,3010020,Tyngsborough Elementary,Public,301,Tyngsborough,Total,Asthma,78,682.0,11.4,8.9,13.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Tyngsborough Elementary School
2017-2018,Total,3010305,Tyngsborough Middle,Public,301,Tyngsborough,Total,Asthma,85,409.0,20.8,16.4,25.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Tyngsborough Middle School
2017-2018,Total,7650035,Undermountain,Public,267,Sheffield,Total,Asthma,35,268.0,13.1,8.8,17.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Undermountain Elementary School
2017-2018,Total,2070115,Underwood,Public,207,Newton,Total,Asthma,35,284.0,12.3,8.2,16.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Underwood School
2017-2018,Total,3480240,Union Hill School,Public,348,Worcester,Total,Asthma,64,454.0,14.1,10.6,17.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Union Hill School
2017-2018,Total,3480285,University Pk Campus School,Public,348,Worcester,Total,Asthma,0,88.0,0,0,7.3,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,University Park Campus School
2017-2018,Total,1000003,Unknown,Public,100,Framingham,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Cunniff School
2017-2018,Total,4800405,UP Academy Charter School of Boston,Charter,35,Boston,Total,Asthma,124,502.0,24.7,20.4,29,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,UP Academy Charter School of Boston
2017-2018,Total,35050405,UP Academy Charter School of Dorchester,Charter,35,Boston,Total,Asthma,128,680.0,18.8,15.5,22.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,UP Academy Charter School of Dorchester
2017-2018,Total,350167,UP Academy Holland,Public,35,Boston,Total,Asthma,128,708.0,18.1,15,21.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,UP Academy Holland School
2017-2018,Total,1490090,UP Academy Leonard Middle School,Public,149,Lawrence,Total,Asthma,40,297.0,13.5,9.3,17.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Leonard Middle School
2017-2018,Total,1490049,UP Academy Oliver Middle School,Public,149,Lawrence,Total,Asthma,63,343.0,18.4,13.9,22.9,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Oliver Middle School
2017-2018,Total,4900305,Uphams Corner Charter School,Charter,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Alma del Mar Charter School
2017-2018,Total,730820,Ursuline Academy,Private,73,Dedham,Total,Asthma,11,110.0,10,4.1,15.9,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Ursuline Academy
2017-2018,Total,2780830,Valley Christian School Inc.,Private,60,Chesterfield,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bayberry Christian School
2017-2018,Total,2810485,Van Sickle Academy,Public,281,Springfield,Total,Asthma,91,403.0,22.6,18,27.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Van Sickle Academy
2017-2018,Total,2810340,Van Sickle Middle School,Public,281,Springfield,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Hanscom Middle School
2017-2018,Total,1600054,Varnum Arts,Public,160,Lowell,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Varnum Brook School
2017-2018,Total,7350035,Varnum Brook,Public,232,Pepperell,Total,Asthma,45,537.0,8.4,5.9,10.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Varnum Brook School
2017-2018,Total,490320,Vassal Lane Upper School,Public,49,Cambridge,Total,Asthma,33,281.0,11.7,7.7,15.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Vassal Lane Upper School
2017-2018,Total,3480930,Venerini Academy,Private,348,Worcester,Total,Asthma,12,211.0,5.7,2.5,8.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Venerini Academy
2017-2018,Total,200870,Veritas Academy,Private,20,Barnstable,Total,Asthma,NS,20.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,RISE Academy
2017-2018,Total,3150820,Veritas Christian Academy,Private,315,Wayland,Total,Asthma,9,125.0,7.2,2.5,11.9,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Veritas Christian Academy
2017-2018,Total,4980405,Veritas Preparatory Charter School,Charter,281,Springfield,Total,Asthma,98,322.0,30.4,24.4,36.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Veritas Preparatory Charter School
2017-2018,Total,3480280,Vernon Hill School,Public,348,Worcester,Total,Asthma,86,481.0,17.9,14.1,21.7,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Vernon Hill School
2017-2018,Total,1070045,Veterans Memorial,Public,107,Gloucester,Total,Asthma,31,207.0,15,9.7,20.3,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Beeman Memorial School
2017-2018,Total,2620065,Veterans Memorial,Public,262,Saugus,Total,Asthma,59,485.0,12.2,9.1,15.3,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Beeman Memorial School
2017-2018,Total,2420010,Veterans Memorial Elem,Public,242,Provincetown,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Beeman Memorial School
2017-2018,Total,1610023,Veterans Park Elementary,Public,161,Ludlow,Total,Asthma,54,394.0,13.7,10,17.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,East Veterans Elementary School
2017-2018,Total,2660830,Victory Christian Academy,Private,266,Sharon,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Veritas Christian Academy
2017-2018,Total,2770825,Viewpoint Christian Academy,Private,278,Southbridge,Total,Asthma,NS,16.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Viewpoint Christian Academy
2017-2018,Total,1680016,Village School,Public,168,Marblehead,Total,Asthma,75,636.0,11.8,9.1,14.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Village School
2017-2018,Total,990020,Vincent M Igo Elementary,Public,99,Foxborough,Total,Asthma,66,393.0,16.8,12.7,20.9,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Vincent M Igo Elementary School
2017-2018,Total,2960825,Vineyard Montessori,Private,89,Edgartown,Total,Asthma,0,16.0,0,0,40,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Vineyard Montessori School
2017-2018,Total,3440025,Vinson-Owen Elementary,Public,344,Winchester,Total,Asthma,38,426.0,8.9,6.1,11.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Vinson-Owen Elementary School
2017-2018,Total,2140001,W Edward Balmer,Public,216,Northbridge,Total,Asthma,70,505.0,13.9,10.6,17.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Edward P. Boland School
2017-2018,Total,1030805,Wachusett Hills Christian School,Private,332,Westminster,Total,Asthma,0,19.0,0,0,33.7,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Wachusett Hills Christian School
2017-2018,Total,1550830,Waldorf,Private,155,Lexington,Total,Asthma,7,163.0,4.3,1.1,7.5,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Waldorf School
2017-2018,Total,360802,Waldorf School - Cape Cod,Private,20,Barnstable,Total,Asthma,NS,53.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,The Waldorf School of Cape Cod
2017-2018,Total,300822,Waldorf School at Moraine Farm,Private,30,Beverly,Total,Asthma,NS,78.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Waldorf School at Moraine Farm
2017-2018,Total,3060005,Wales Elementary,Public,306,Wales,Total,Asthma,15,147.0,10.2,5,15.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wales Elementary School
2017-2018,Total,2930065,Walker,Public,293,Taunton,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Walker School
2017-2018,Total,2070880,Walnut Park Montessori,Private,207,Newton,Total,Asthma,0,33.0,0,0,19.4,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Walnut Park Montessori School
2017-2018,Total,1280080,Walnut Square,Public,128,Haverhill,Total,Asthma,8,140.0,5.7,1.8,9.6,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Walnut Square School
2017-2018,Total,1000310,Walsh Middle,Public,100,Framingham,Total,Asthma,112,762.0,14.7,12,17.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Walsh Middle School
2017-2018,Total,2710025,Walter J Paton,Public,271,Shrewsbury,Total,Asthma,17,342.0,5,2.6,7.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Walter J. Paton School
2017-2018,Total,2460310,Walter S Parker Middle,Public,246,Reading,Total,Asthma,37,563.0,6.6,4.5,8.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Walter S Parker Middle School
2017-2018,Total,3080001,Waltham Public Schools Dual Language Program,Public,308,Waltham,Total,Asthma,12,79.0,15.2,6.6,23.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,La Familia Dual Language School
2017-2018,Total,3050040,Walton,Public,305,Wakefield,Total,Asthma,19,205.0,9.3,5.1,13.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Walton School
2017-2018,Total,2640020,Wampatuck Elementary,Public,264,Scituate,Total,Asthma,37,324.0,11.4,7.7,15.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wampatuck Elementary School
2017-2018,Total,160320,Wamsutta Middle School,Public,16,Attleboro,Total,Asthma,78,576.0,13.5,10.5,16.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wamsutta Middle School
2017-2018,Total,3090505,Ware Junior/Senior High School,Public,309,Ware,Total,Asthma,27,188.0,14.4,9,19.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Ware Junior/Senior High School
2017-2018,Total,3090305,Ware Middle School,Public,309,Ware,Total,Asthma,44,335.0,13.1,9.2,17,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Ware Middle School
2017-2018,Total,3100315,Wareham Cooperative Junior/Senior High School,Public,310,Wareham,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Ware Junior/Senior High School
2017-2018,Total,3100305,Wareham Middle,Public,310,Wareham,Total,Asthma,59,726.0,8.1,6,10.2,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wareham Middle School
2017-2018,Total,300835,Waring School,Private,30,Beverly,Total,Asthma,6,56.0,10.7,2.1,19.3,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Waring School
2017-2018,Total,2810180,Warner,Public,281,Springfield,Total,Asthma,45,255.0,17.6,12.5,22.7,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Warner School
2017-2018,Total,7780005,Warren Elementary,Public,311,Warren,Total,Asthma,33,409.0,8.1,5.3,10.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Warren Elementary School
2017-2018,Total,3110830,Warren SDA School,Private,45,Brookfield,Total,Asthma,NS,21.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Warren SDA School
2017-2018,Total,350346,Warren-Prescott,Public,35,Boston,Total,Asthma,73,545.0,13.4,10.3,16.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Warren-Prescott K-8 School
2017-2018,Total,7500009,Warwick Community School,Public,312,Warwick,Total,Asthma,NS,55.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Warwick Community School
2017-2018,Total,1600055,Washington,Public,160,Lowell,Total,Asthma,33,215.0,15.3,10.1,20.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Washington School
2017-2018,Total,2810185,Washington,Public,281,Springfield,Total,Asthma,33,367.0,9,5.9,12.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Washington School
2017-2018,Total,1630105,Washington Community,Public,163,Lynn,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Washington School
2017-2018,Total,1630005,Washington Elementary School,Public,163,Lynn,Total,Asthma,46,470.0,9.8,7,12.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Washington Elementary School
2017-2018,Total,350445,Washington Irving Middle,Public,35,Boston,Total,Asthma,176,321.0,54.8,46.7,62.9,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Abington Middle School
2017-2018,Total,1030020,Waterford Street,Public,103,Gardner,Total,Asthma,43,388.0,11.1,7.8,14.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,White Street School
2017-2018,Total,3140305,Watertown Middle,Public,314,Watertown,Total,Asthma,36,527.0,6.8,4.6,9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Watertown Middle School
2017-2018,Total,3480026,Wawecus Road School,Public,348,Worcester,Total,Asthma,33,152.0,21.7,14.3,29.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wawecus Road School
2017-2018,Total,1000875,Wayland Academy Of Fram.,Private,100,Framingham,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Woodland Academy
2017-2018,Total,3150305,Wayland Middle School,Public,315,Wayland,Total,Asthma,68,637.0,10.7,8.2,13.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wayland Middle School
2017-2018,Total,3160305,Webster Middle School,Public,316,Webster,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Webster Middle School
2017-2018,Total,3160315,Webster Middle School,Public,316,Webster,Total,Asthma,106,589.0,18,14.6,21.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Webster Middle School
2017-2018,Total,930015,Webster School,Public,93,Everett,Total,Asthma,22,411.0,5.4,3.1,7.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Webster School
2017-2018,Total,1630115,Welcoming Alternative Sch,Public,163,Lynn,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Wareham Cooperative Alternative School
2017-2018,Total,1630330,Welcoming Middle School,Public,163,Lynn,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Wilmington Middle School
2017-2018,Total,3170305,Wellesley Middle,Public,317,Wellesley,Total,Asthma,38,1128.0,3.4,2.3,4.5,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wellesley Middle School
2017-2018,Total,3180005,Wellfleet Elementary,Public,318,Wellfleet,Total,Asthma,NS,100.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Wellfleet Elementary School
2017-2018,Total,3360110,Wessagusset,Public,336,Weymouth,Total,Asthma,21,279.0,7.5,4.3,10.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Wessagusset School
2017-2018,Total,3100310,West Academy,Public,310,Wareham,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Westford Academy
2017-2018,Total,200005,West Barnstable Elementary,Public,20,Barnstable,Total,Asthma,11,260.0,4.2,1.7,6.7,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,West Barnstable Elementary School
2017-2018,Total,3220505,West Boylston Junior/Senior High,Public,321,West Boylston,Total,Asthma,25,237.0,10.5,6.4,14.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Boylston Junior/Senior High School
2017-2018,Total,3230505,West Bridgewater Junior/Senior,Public,322,West Bridgewater,Total,Asthma,16,222.0,7.2,3.7,10.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Bridgewater Junior/Senior High School
2017-2018,Total,7780010,West Brookfield Elementary,Public,323,West Brookfield,Total,Asthma,39,277.0,14.1,9.7,18.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Brookfield Elementary School
2017-2018,Total,90025,West Elementary,Public,9,Andover,Total,Asthma,62,608.0,10.2,7.7,12.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Elementary School
2017-2018,Total,2390047,West Elementary,Public,239,Plymouth,Total,Asthma,51,394.0,12.9,9.4,16.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Elementary School
2017-2018,Total,2850020,West Elementary,Public,285,Stoughton,Total,Asthma,56,346.0,16.2,12,20.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Elementary School
2017-2018,Total,3420080,West Intermediate,Public,342,Wilmington,Total,Asthma,27,247.0,10.9,6.8,15,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Intermediate School
2017-2018,Total,2290045,West Memorial,Public,229,Peabody,Total,Asthma,16,211.0,7.6,3.9,11.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Memorial School
2017-2018,Total,440420,West Middle School,Public,44,Brockton,Total,Asthma,139,637.0,21.8,18.2,25.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Middle School
2017-2018,Total,1070050,West Parish,Public,107,Gloucester,Total,Asthma,22,356.0,6.2,3.6,8.8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Parish School
2017-2018,Total,2740115,West Somerville Neighborhood,Public,274,Somerville,Total,Asthma,58,353.0,16.4,12.2,20.6,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Somerville Neighborhood School
2017-2018,Total,3320305,West Springfield Middle,Public,325,West Springfield,Total,Asthma,155,899.0,17.2,14.5,19.9,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Springfield Middle School
2017-2018,Total,1110010,West Street,Public,111,Granby,Total,Asthma,38,182.0,20.9,14.3,27.5,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Street School
2017-2018,Total,2770020,West Street,Public,278,Southbridge,Total,Asthma,116,317.0,36.6,29.9,43.3,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Street School
2017-2018,Total,3480260,West Tatnuck,Public,348,Worcester,Total,Asthma,35,326.0,10.7,7.2,14.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Tatnuck School
2017-2018,Total,7740020,West Tisbury Elementary,Public,327,West Tisbury,Total,Asthma,16,346.0,4.6,2.3,6.9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Tisbury Elementary School
2017-2018,Total,200045,West Villages Elementary School,Public,20,Barnstable,Total,Asthma,42,431.0,9.7,6.8,12.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,West Villages Elementary School
2017-2018,Total,3100030,West Wareham School,Public,310,Wareham,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,West Parish School
2017-2018,Total,950150,Westall,Public,95,Fall River,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,West Memorial School
2017-2018,Total,3260810,Westford PK and K at St. Mark's Church,Private,330,Westford,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Westford PK & K at St. Mark's Church
2017-2018,Total,1980820,Westgate Christian Academy,Private,198,Natick,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,East Gate Christian Academy
2017-2018,Total,3270005,Westhampton Elementary School,Public,331,Westhampton,Total,Asthma,16,107.0,15,7.7,22.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Westhampton Elementary School
2017-2018,Total,560020,Westlands Elementary,Public,56,Chelmsford,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,West Elementary School
2017-2018,Total,6100005,Westminster Elementary,Public,332,Westminster,Total,Asthma,41,377.0,10.9,7.6,14.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Westminster Elementary School
