SCHOOLS_PT_SCHID,SCHOOLS_PT_NAME,SCHOOLS_PT_ADDRESS,SCHOOLS_PT_TOWN_MAIL,SCHOOLS_PT_TOWN,SCHOOLS_PT_ZIPCODE,SCHOOLS_PT_PHONE,SCHOOLS_PT_GRADES,SCHOOLS_PT_TYPE,SCHOOLS_PT_TYPE_DESC,SCHOOLS_PT_DIST_NAME,SCHOOLS_PT_DIST_CODE,SCHOOLS_PT_MA_ADDR_ID,SCHOOLS_PT_TYPE_DESC2,updated_csv_csv_School_Year,updated_csv_csv_Gender_Description,updated_csv_csv_School_Code,updated_csv_csv_School,updated_csv_csv_School_Type_Description,updated_csv_csv_Community_Code,updated_csv_csv_Community_Description,updated_csv_csv_Grade_Description,updated_csv_csv_Pediatric_Category_Description,updated_csv_csv_Student_Case_Count,updated_csv_csv_Student_Enrollment_Count,updated_csv_csv_Prevalence,updated_csv_csv_Lower_CI,updated_csv_csv_Upper_CI,updated_csv_csv_Statistical_Significance,updated_csv_csv_Stability,updated_csv_csv_State_Student_Case_Count,updated_csv_csv_State_Student_Enrollment_Count,updated_csv_csv_State_Prevalence,updated_csv_csv_State_Lower_CI,updated_csv_csv_State_Upper_CI,updated_csv_csv_matched_name,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAREST_OPENSPACE,NEAR_FID_ROAD,NEAREST_ROAD
03470805,St. Charles Elementary School,8 Myrtle Street,Woburn,WOBURN,01801,781-935-4635,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,4224424, ,2017-2018,Total,3470805,St Charles Elementary,Private,347,Woburn,Total,Asthma,17,159.000000000000000,10.7,5.6,15.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. Charles Elementary School,44.9149857,0.0697013,16.3441372,23.4079227,49241,219.323458996224872,122014,29.113210271141170
00950017,Henry Lord Community School,151 Amity Street,Fall River,FALL RIVER,02721,508-675-8208,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Fall River,00950000,4165724, ,2017-2018,Total,950017,Henry Lord Community School,Public,95,Fall River,Total,Asthma,123,616.000000000000000,20,16.5,23.5,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Henry Lord Community School,80.2323151,0.0771159,13.1396551,24.0431557,1115,22.456891713509911,247605,61.036950176908874
00440002,Mary E. Baker School,45 Quincy Street,Brockton,BROCKTON,02302,508-894-4427,"K,01,02,03,04,05",ELE,Public Elementary,Brockton,00440000,3285776, ,2017-2018,Total,440002,Mary E. Baker School,Public,44,Brockton,Total,Asthma,103,815.000000000000000,12.6,10.2,15,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Mary E. Baker School,71.5265198,0.0761281,13.9513073,23.9761486,5741,816.358462352740844,297771,87.102627914774104
00790045,George H. Englesby Elementary School,1580 Lakeview Avenue,Dracut,DRACUT,01826,978-957-9745,"K,01,02,03,04,05",ELE,Public Elementary,Dracut,00790000,2317466, ,2017-2018,Total,790045,George H. Englesby Elementary School,Public,79,Dracut,Total,Asthma,115,515.000000000000000,22.3,18.2,26.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,George H. Englesby Elementary School,33.8167992,0.0664527,14.7711668,22.7491550,2884,133.819935969426638,433640,38.939610344480442
00090835,Saint Augustine School,26 Central Street,Andover,ANDOVER,01810,978-475-2414,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,70604, ,2017-2018,Total,90835,Saint Augustine,Private,9,Andover,Total,Asthma,19,361.000000000000000,5.3,2.9,7.7,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Saint Augustine School,34.9973946,0.0674114,14.5004301,23.0894642,24306,244.274984019684155,185680,33.192722698676292
00490320,Vassal Lane Upper School,158 Spring Street,Cambridge,CAMBRIDGE,02141,617-349-6550,"06,07,08",MID,Public Middle,Cambridge,00490000,3621146, ,2017-2018,Total,490320,Vassal Lane Upper School,Public,49,Cambridge,Total,Asthma,33,281.000000000000000,11.7,7.7,15.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Vassal Lane Upper School,52.8157463,0.0714610,17.1683235,23.5514469,37845,29.953603663143959,121907,31.054031253663929
06160002,Page Hilltop Elementary School,115 Washington Street,Ayer,AYER,01432,978-772-8600,"PK,K,01,02,03,04,05",ELE,Public Elementary,Ayer Shirley,06160000,2255374, ,2017-2018,Total,6160002,Page Hilltop Elementary School,Public,19,Ayer,Total,Asthma,25,501.000000000000000,5,3,7,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Page Hilltop Elementary School,36.3060989,0.0686565,15.4048100,21.8216019,5397,89.098018727428340,452564,81.144421633777711
01600890,St. Michael Elementary School,21 Sixth Street,Lowell,LOWELL,01850,978-453-9511,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,2003475, ,2017-2018,Total,1600890,St Michael Elementary,Private,160,Lowell,Total,Asthma,24,318.000000000000000,7.5,4.5,10.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. Michael Elementary School,34.9484596,0.0661833,14.9905596,22.8641872,26565,255.518971446797451,161664,22.172149855627811
01170015,Hadley Elementary School,21 River Drive,Hadley,HADLEY,01035,413-584-5011,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Hadley,01170000,247771, ,2017-2018,Total,1170015,Hadley Elementary,Public,117,Hadley,Total,Asthma,34,250.000000000000000,13.6,9,18.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Hadley Elementary School,38.0425987,0.0712947,18.0738373,21.7696152,41648,213.340824079192373,376827,50.858403352356291
07530405,Quabbin Regional Middle School,800 South Street,Barre,BARRE,01005,978-355-5042,"06,07,08",MID,Public Middle,Quabbin,07530000,1022162, ,2017-2018,Total,7530405,Quabbin Regional Middle School,Public,21,Barre,Total,Asthma,24,396.000000000000000,6.1,3.7,8.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Quabbin Regional Middle School,35.6823158,0.0729351,15.5116272,20.2790356,42418,0.000000000000000,396923,59.295208636325661
02810816,Mill Pond School,91 Old Acre Road,Springfield,SPRINGFIELD,01129,413-783-0567,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved), , ,605984, ,2017-2018,Total,3210045,Mill Pond School,Public,328,Westborough,Total,Asthma,111,935.000000000000000,11.9,9.7,14.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Mill Pond School,42.3977699,0.0736426,15.7248869,20.6460857,36122,145.399599520819947,51011,26.697202611213797
07670008,East Brookfield Elementary School,410 East Main Street,East Brookfield,EAST BROOKFIELD,01515,508-885-8536,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Spencer-E Brookfield,07670000,1112346, ,2017-2018,Total,7670008,East Brookfield Elementary,Public,84,East Brookfield,Total,Asthma,24,166.000000000000000,14.5,8.7,20.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,East Brookfield Elementary School,40.0458679,0.0736378,15.5366945,20.2686977,3278,303.898862562036641,67657,194.907000645790816
07750005,Naquag Elementary School,285 Main Street,Rutland,RUTLAND,01543,508-886-2901,"K,01,02",ELE,Public Elementary,Wachusett,07750000,1050141, ,2017-2018,Total,7800025,Maquan Elementary,Public,123,Hanson,Total,Asthma,36,324.000000000000000,11.1,7.5,14.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Naquag Elementary School,37.5617104,0.0715132,15.4007835,20.2493134,47886,0.000000000000000,420361,34.743234440868598
02010855,Our Sisters' School,145 Brownell Avenue,New Bedford,NEW BEDFORD,02740,508-994-1255,"05,06",PRI,Private, , ,4085102, ,2017-2018,Total,2010855,Our Sisters' School,Private,201,New Bedford,Total,Asthma,8,67.000000000000000,11.9,3.7,20.1,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Our Sisters' School,76.4095993,0.0777311,13.4174995,23.8575344,48980,65.789514314698778,510406,31.430865527558179
03050825,Nazareth Academy,27 Cordis Street,Wakefield,WAKEFIELD,01880,781-246-7600,"09,10,11,12",PRI,Private, , ,2875504, ,2017-2018,Total,350215,Manassah E Bradley,Public,35,Boston,Total,Asthma,39,260.000000000000000,15,10.3,19.7,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Nazareth Academy,42.1222763,0.0697979,15.4095078,23.4321022,38626,0.000000000000000,98813,30.514708728543539
02310305,Pembroke Community Middle School,559 School Street,Pembroke,PEMBROKE,02359,781-293-8627,"07,08",MID,Public Middle,Pembroke,02310000,3126876, ,2017-2018,Total,2310305,Pembroke Community Middle School,Public,231,Pembroke,Total,Asthma,61,496.000000000000000,12.3,9.2,15.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Pembroke Community Middle School,69.1190948,0.0791098,12.7774506,24.7913208,29801,57.991248840018372,288920,110.662158528999612
00730045,Riverdale School,143 Needham Street,Dedham,DEDHAM,02026,781-310-2000,"01,02,03,04,05",ELE,Public Elementary,Dedham,00730000,2467074, ,2017-2018,Total,730045,Riverdale,Public,73,Dedham,Total,Asthma,7,179.000000000000000,3.9,1,6.8,Statistically significantly lower,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Riverdale School,61.6512413,0.0723166,17.9170990,23.3435669,43749,22.153568339847109,249034,71.320452875694372
01100030,North Street Elementary School,60 North Street,Grafton,GRAFTON,01519,508-839-5428,"02,03,04,05,06",ELE,Public Elementary,Grafton,01100000,1572833, ,2017-2018,Total,1100030,North Street Elementary School,Public,110,Grafton,Total,Asthma,72,584.000000000000000,12.3,9.5,15.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,North Street Elementary School,52.2036743,0.0723778,15.4965191,22.2647057,2642,24.754101832411656,409564,56.337179032519856
01550820,Lexington Montessori School,130 Pleasant Street,Lexington,LEXINGTON,02421,781-862-8571,"PK,K,01,02,03,04,05,06",PRI,Private, , ,2535517, ,2017-2018,Total,1550820,Lexington Montessori,Private,155,Lexington,Total,Asthma,20,133.000000000000000,15,8.4,21.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Lexington Montessori School,49.0059357,0.0700624,17.3056641,23.4464626,17075,389.922850673942150,453129,5.985814919029653
01000800,MetroWest Jewish Day School,50 Pamela Road,Framingham,FRAMINGHAM,01701,508-620-5554,"K,01,02,03,04,05,06,07,08",PRI,Private, , ,4131996, ,2017-2018,Total,1000800,MetroWest Jewish Day School,Private,100,Framingham,Total,Asthma,11,54.000000000000000,20.4,8.3,32.5,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,MetroWest Jewish Day School,52.7664528,0.0709490,16.8808918,22.8047619,47981,35.110941292949967,137350,92.320928693349430
02430810,Quincy Catholic Academy,370 Hancock Street,Quincy,QUINCY,02171,617-328-3830,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,4028125, ,2017-2018,Total,2430810,Quincy Catholic Academy,Private,243,Quincy,Total,Asthma,37,329.000000000000000,11.2,7.6,14.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Quincy Catholic Academy,60.5108261,0.0729977,16.3539543,23.4580917,11782,201.601105816238970,208815,44.260175436630377
01550015,Fiske School,55 Adams Street,Lexington,LEXINGTON,02420,781-541-5001,"K,01,02,03,04,05",ELE,Public Elementary,Lexington,01550000,2530472, ,2017-2018,Total,1550015,Fiske,Public,155,Lexington,Total,Asthma,22,502.000000000000000,4.4,2.6,6.2,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Fiske School,46.2882271,0.0694621,16.8489208,23.4003181,48630,76.977583830894858,453121,27.965446021534991
00350020,Curley K-8 School,493 Centre Street,Jamaica Plain,BOSTON,02130,617-635-8176,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Boston,00350000,35028075, ,2017-2018,Total,350020,Curley K-8 School,Public,35,Boston,Total,Asthma,199,844.000000000000000,23.6,20.3,26.9,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Curley K-8 School,57.0114250,0.0719847,18.7260628,23.5411491,50138,274.664184964260016,199246,43.622123903221599
00350950,British International School of Boston,416 Pond Street,Jamaica Plain,BOSTON,02130,617-522-2261,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private, , ,35341090, ,2017-2018,Total,350950,British International School of Boston,Private,35,Boston,Total,Asthma,39,293.000000000000000,13.3,9.1,17.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,British International School of Boston,58.3057060,0.0720616,18.5317478,23.4888096,41738,463.175207078331994,469847,24.543877400514312
00350072,Ellis Elementary School,302 Walnut Avenue,Roxbury,BOSTON,02119,617-635-8257,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Boston,00350000,35156542, ,2017-2018,Total,350096,Eliot Elementary,Public,35,Boston,Total,Asthma,78,577.000000000000000,13.5,10.5,16.5,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Ellis Elementary School,57.3551598,0.0721975,18.5619774,23.5590172,24559,69.943551153457918,206967,29.769953239253734
00350390,Blackstone Elementary School,380 Shawmut Avenue,Boston,BOSTON,02118,617-635-8471,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Boston,00350000,35341735, ,2017-2018,Total,350390,Blackstone,Public,35,Boston,Total,Asthma,102,499.000000000000000,20.4,16.4,24.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Blackstone Elementary School,54.9550819,0.0719557,17.7883987,23.6115017,28644,21.468464713934278,201813,15.279329055079884
00350200,Harvard-Kent Elementary School,50 Bunker Hill Street,Charlestown,BOSTON,02129,617-635-8358,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Boston,00350000,35155834, ,2017-2018,Total,350200,Harvard-Kent,Public,35,Boston,Total,Asthma,50,423.000000000000000,11.8,8.5,15.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Harvard-Kent Elementary School,52.1636963,0.0715600,15.6620750,23.5443668,29388,56.893893063745381,219448,43.196097800009404
00350746,Holy Name Elementary School,535 West Roxbury Parkway,West Roxbury,BOSTON,02132,617-325-9338,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,35156749, ,2017-2018,Total,350746,Holy Name Elementary,Private,35,Boston,Total,Asthma,18,285.000000000000000,6.3,3.4,9.2,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Holy Name Elementary School,60.1476707,0.0722264,18.2423553,23.4189072,28290,45.940109012299573,207629,22.974950777431772
00350705,Berea SDA Academy,800 Morton Street,Mattapan,BOSTON,02126,617-436-8301,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,35097802, ,2017-2018,Total,350705,Berea SDA Acad,Private,35,Boston,Total,Asthma,8,,-800,0,-1354.4,NC,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Berea SDA Academy,60.5764084,0.0725966,17.8093014,23.4425488,35874,306.490304096616683,482985,37.057336964751407
00350822,Saint John Paul II Academy - Neponset,239 Neponset Avenue,Dorchester,BOSTON,02122,617-825-6262,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,35155845, ,2017-2018,Total,350822,Saint John Paul II Academy - Neponset,Private,35,Boston,Total,Asthma,39,312.000000000000000,12.5,8.6,16.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Saint John Paul II Academy - Neponset,59.5263252,0.0727111,16.9684010,23.4863243,39195,174.576485514688727,212829,19.750843345288949
00350154,Chittick Elementary School,154 Ruskindale Road,Mattapan,BOSTON,02126,617-635-8652,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Boston,00350000,35169350, ,2017-2018,Total,3040020,Whitin Elementary School,Public,304,Uxbridge,Total,Asthma,54,383.000000000000000,14.1,10.3,17.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Chittick Elementary School,62.0197105,0.0726706,17.7572250,23.3908463,39298,661.546341826154958,213567,24.518503182881012
00350836,South Boston Catholic Academy,866 East Broadway,South Boston,BOSTON,02127,617-268-2326,"PK,K,01,02,03,04,05",PRI,Private, , ,35157250, ,2017-2018,Total,350836,South Boston Catholic Academy,Private,35,Boston,Total,Asthma,14,216.000000000000000,6.5,3.1,9.9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,South Boston Catholic Academy,54.7926788,0.0721229,15.7619038,23.5933590,44862,146.524973034759370,219177,30.074190031369085
00350856,Saint John Paul II Academy - Lower Mills,2214 Dorchester Avenue,Dorchester,BOSTON,02124,617-296-1210,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,35156640, ,2017-2018,Total,350856,Saint John Paul II Academy - Lower Mills,Private,35,Boston,Total,Asthma,36,274.000000000000000,13.1,8.8,17.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Saint John Paul II Academy - Lower Mills,60.9720306,0.0727995,17.2420712,23.4349804,24958,41.537705875188585,218256,45.839085820049029
00350765,The Learning Project,107 Marlborough Street,Boston,BOSTON,02115,617-266-8427,"K,01,02,03,04,05,06",PRI,Private, , ,35090318, ,2017-2018,Total,350765,The Learning Project,Private,35,Boston,Total,Asthma,10,119.000000000000000,8.4,3.2,13.6,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,The Learning Project,54.0482330,0.0717856,16.9515018,23.5816956,40379,77.701811179355531,477448,17.769300209845550
00610855,Pope Francis Preparatory School,99 Wendover Road,Springfield,SPRINGFIELD,01118,833-999-7673,"09,10,11,12",PRI,Private, , ,4219654, ,2017-2018,Total,200890,St. John Paul II High School and St. Francis Xavier Preparatory School,Private,20,Barnstable,Total,Asthma,14,221.000000000000000,6.3,3,9.6,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Pope Francis Preparatory School,43.2150917,0.0727967,15.8924913,20.9040222,907,377.760540374898085,36046,84.579517934905255
00950315,Morton Middle School,1135 North Main Street,Fall River,FALL RIVER,02720,508-675-8340,"06,07,08",MID,Public Middle,Fall River,00950000,3936112, ,2017-2018,Total,950315,Morton Middle,Public,95,Fall River,Total,Asthma,51,587.000000000000000,8.7,6.3,11.1,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Morton Middle School,81.9934387,0.0770357,13.3617821,24.6287365,48499,42.261255504946980,280025,19.364982017691048
07500008,Northfield Elementary School,104 Main Street,Northfield,NORTHFIELD,01360,413-498-5842,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Pioneer Valley,07500000,1071724, ,2017-2018,Total,7500008,Northfield Elementary,Public,217,Northfield,Total,Asthma,30,172.000000000000000,17.4,11.2,23.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Northfield Elementary School,34.3068275,0.0730825,15.6940756,20.7557659,44304,20.240938431721101,15829,73.070075548313156
02770315,Southbridge Middle School,132 Torrey Road,Southbridge,SOUTHBRIDGE,01550,508-764-5440,"06,07,08",MID,Public Middle,Southbridge,02770000,1037083, ,2017-2018,Total,2770315,Southbridge Middle School,Public,278,Southbridge,Total,Asthma,156,483.000000000000000,32.3,27.2,37.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Southbridge Middle School,44.9155350,0.0740522,15.4019909,19.6212692,44080,59.870581575107373,413265,294.074872818038159
01630885,St. Mary's High School,35 Tremont Street,Lynn,LYNN,01902,781-596-2007,"07,08,09,10,11,12",PRI,Private, , ,3782503, ,2017-2018,Total,1630885,St. Mary's High School,Private,163,Lynn,Total,Asthma,9,109.000000000000000,8.3,2.9,13.7,Not statistically significantly different,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. Mary's High School,44.2110329,0.0714684,14.6140242,23.5750504,11003,171.299757676035085,176256,67.484706827203240
02380010,Anna Ware Jackson School,68 Messenger Street,Plainville,PLAINVILLE,02762,508-699-1304,"PK,K,01,02",ELE,Public Elementary,Plainville,02380000,2078469, ,2017-2018,Total,2380010,Anna Ware Jackson,Public,238,Plainville,Total,Asthma,48,346.000000000000000,13.9,10,17.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Anna Ware Jackson School,71.7919312,0.0750885,14.7890329,23.9607239,24437,22.223192256339480,240259,65.464863961298434
06800005,Green Meadows Elementary School,38 North Road,Hampden,HAMPDEN,01036,413-566-3996,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Hampden-Wilbraham,06800000,1087743, ,2017-2018,Total,6800005,Green Meadows Elementary,Public,120,Hampden,Total,Asthma,18,236.000000000000000,7.6,4.1,11.1,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Green Meadows Elementary School,42.6302185,0.0743933,15.9425688,20.3701859,24997,44.876616859913348,393155,29.735140437929878
00970315,Arthur M Longsjo Middle School,98 Academy Street,Fitchburg,FITCHBURG,01420,978-343-2146,"06,07,08",MID,Public Middle,Fitchburg,00970000,1353610, ,2017-2018,Total,970315,Arthur M Longsjo Middle School,Public,97,Fitchburg,Total,Asthma,130,590.000000000000000,22,18.2,25.8,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Arthur M Longsjo Middle School,32.6151009,0.0696769,14.7609406,20.8453541,26665,170.224397686402455,70207,24.884118076326278
35090305,Argosy Collegiate Charter School,263 Hamlet Street,Fall River,FALL RIVER,02724,508-567-4725,"06,07,08,09,10,11,12",CHA,Charter,Argosy Collegiate Charter School,35090000,3935577, ,2017-2018,Total,35090305,Argosy Collegiate Charter School,Charter,95,Fall River,Total,Asthma,55,308.000000000000000,17.9,13.2,22.6,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Argosy Collegiate Charter School,81.5720367,0.0771687,13.1949177,24.2722149,1178,95.734482128309196,271921,28.313182034078064
02070015,Bowen School,280 Cypress Street,Newton Centre,NEWTON,02459,617-559-9330,"K,01,02,03,04,05",ELE,Public Elementary,Newton,02070000,2732232, ,2017-2018,Total,2070015,Bowen,Public,207,Newton,Total,Asthma,52,421.000000000000000,12.4,9,15.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Bowen School,57.1036797,0.0715775,18.2602367,23.4682026,49610,22.980561395760400,105892,53.866682550294080
00490310,Putnam Avenue Upper School,100 Putnam Avenue,Cambridge,CAMBRIDGE,02139,617-349-7780,"06,07,08",MID,Public Middle,Cambridge,00490000,3619567, ,2017-2018,Total,490310,Putnam Avenue Upper School,Public,49,Cambridge,Total,Asthma,43,263.000000000000000,16.3,11.4,21.2,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Putnam Avenue Upper School,52.8821220,0.0713235,17.7329426,23.5445786,36666,23.352019722288208,151769,46.854270920593542
01630005,Washington Elementary School,58 Blossom Street,Lynn,LYNN,01902,781-477-1701,"PK,K,01,02,03,04,05",ELE,Public Elementary,Lynn,01630000,3778364, ,2017-2018,Total,1630005,Washington Elementary School,Public,163,Lynn,Total,Asthma,46,470.000000000000000,9.8,7,12.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Washington Elementary School,44.2110329,0.0714684,14.6140242,23.5750504,11048,134.666835660730470,173217,46.921249041793750
01640820,Our Lady of the Assumption School,40 Grove Street,Lynnfield,LYNNFIELD,01940,781-599-4422,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,3561098, ,2017-2018,Total,1640820,Our Lady of the Assumption,Private,164,Lynnfield,Total,Asthma,49,287.000000000000000,17.1,12.3,21.9,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Our Lady of the Assumption School,41.5741920,0.0704314,14.8769073,23.5002632,11772,249.245345083248253,175385,54.065243993576139
35150205,Old Sturbridge Academy Charter Public School,1 Old Sturbridge Village Road,Sturbridge,STURBRIDGE,01566,508-347-0283,"K,01,02,03,04,05,06,07,08",CHA,Charter,Old Sturbridge Academy,35150000,994480, ,2017-2018,Total,35150205,Old Sturbridge Academy Charter Public School,Charter,287,Sturbridge,Total,Asthma,16,160.000000000000000,10,5.1,14.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Old Sturbridge Academy Charter Public School,41.5455666,0.0742436,15.5929403,19.8857880,45531,0.000000000000000,418444,39.912315476956643
07650505,Mount Everett Regional School,491 Berkshire School Road,Sheffield,SHEFFIELD,01257,413-229-8734,"06,07,08,09,10,11,12",SEC,Public Secondary,Southern Berkshire,07650000,726624, ,2017-2018,Total,7650505,Mt Everett Regional,Public,267,Sheffield,Total,Asthma,7,108.000000000000000,6.5,1.7,11.3,Statistically significantly lower,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Mount Everett Regional School,45.3194122,0.0590001,35.3631744,23.9224033,54710,68.482250607428384,362014,57.755783004746576
04290010,KIPP Academy Lynn Charter School,90 High Rock Street,Lynn,LYNN,01902,781-598-1609,"K,01,02,03,04,05,06,07,08,09,10,11,12",CHA,Charter,KIPP Academy Lynn Charter,04290000,3784423, ,2017-2018,Total,4290010,KIPP Academy Lynn Charter School,Charter,163,Lynn,Total,Asthma,61,853.000000000000000,7.2,5.4,9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,KIPP Academy Lynn Charter School,43.7087212,0.0714328,14.5251141,23.5742397,12137,142.439606211202602,171533,55.032344554153561
07450005,Elmer S Bagnall School,253 School Street,Groveland,GROVELAND,01834,978-372-8856,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,Pentucket,07450000,2305307, ,2017-2018,Total,7450005,Elmer S Bagnall,Public,116,Groveland,Total,Asthma,41,471.000000000000000,8.7,6,11.4,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Elmer S Bagnall School,29.6239243,0.0674024,13.3584146,22.8004436,32049,55.940583744243611,468254,51.307990951706223
00940815,St. Joseph School,100 Spring Street,Fairhaven,FAIRHAVEN,02719,508-996-1983,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,3999400, ,2017-2018,Total,350183,Joseph Lee,Public,35,Boston,Total,Asthma,127,595.000000000000000,21.3,17.6,25,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. Joseph School,76.5971375,0.0777641,13.2941256,23.8929729,3977,462.634631201212414,263475,40.583993845994513
